customer_id,acquisition_date,acquisition_channel,customer_key,recency,frequency,monetary,segment
CUST_00263,2022-02-28,social_media,263,75,11,4944.9,Loyal
CUST_00264,2022-04-27,paid_search,264,170,11,7073.4,Loyal
CUST_00265,2022-04-26,organic_search,265,45,8,6404.37,Loyal
CUST_00266,2022-09-04,email,266,27,7,5232.23,At Risk
CUST_00267,2022-03-04,email,267,48,10,7003.56,Loyal
CUST_00268,2022-01-26,organic_search,268,113,10,7814.45,Loyal
CUST_00269,2022-01-06,social_media,269,24,8,5428.34,Loyal
CUST_00270,2022-02-15,email,270,35,11,8773.31,Champions
CUST_00271,2022-05-21,paid_search,271,317,3,1960.11,Lost
CUST_00272,2022-09-19,social_media,272,39,8,4558.04,At Risk
CUST_00273,2022-04-03,email,273,62,6,4786.04,At Risk
CUST_00274,2022-03-06,referral,274,118,10,8278.16,Loyal
CUST_00275,2022-04-30,email,275,100,6,6535.32,At Risk
CUST_00276,2022-01-17,email,276,26,8,3789.5,At Risk
CUST_00277,2022-02-22,email,277,196,7,6736.57,At Risk
CUST_00278,2022-02-20,social_media,278,40,9,6530.54,Loyal
CUST_00279,2022-04-29,email,279,68,13,12421.74,Champions
CUST_00280,2022-02-09,organic_search,280,116,9,4916.5,At Risk
CUST_00281,2022-03-23,organic_search,281,81,5,3777.32,Lost
CUST_00282,2022-02-05,referral,282,72,11,6565.37,Loyal
CUST_00283,2022-03-25,organic_search,283,242,4,970.76,Lost
CUST_00284,2022-01-19,email,284,66,9,7127.43,Loyal
CUST_00285,2022-01-02,referral,285,65,16,11473.77,Champions
CUST_00286,2022-04-07,social_media,286,68,8,2736.17,At Risk
CUST_00287,2022-04-11,organic_search,287,77,4,2497.62,Lost
CUST_00288,2022-01-24,email,288,60,8,3242.57,At Risk
CUST_00289,2022-05-21,referral,289,62,6,2581.02,Lost
CUST_00290,2022-02-04,organic_search,290,269,5,3143.3,Lost
CUST_00291,2022-04-17,email,291,21,6,4372.15,At Risk
CUST_00292,2022-03-09,email,292,9,9,4020.76,Loyal
CUST_00293,2022-03-05,organic_search,293,41,7,8028.56,Loyal
CUST_00294,2022-04-15,email,294,191,11,5207.73,At Risk
CUST_00295,2022-01-22,social_media,295,202,9,8860.29,At Risk
CUST_00296,2022-02-02,email,296,326,8,5540.97,At Risk
CUST_00297,2022-07-11,organic_search,297,8,10,6853.95,Champions
CUST_00298,2022-06-16,social_media,298,155,4,4049.17,Lost
CUST_00299,2022-07-10,paid_search,299,223,7,4798.08,Lost
CUST_00300,2022-04-20,paid_search,300,85,5,1536.72,Lost
CUST_00301,2022-10-07,organic_search,301,36,5,3509.92,At Risk
CUST_00302,2022-01-02,paid_search,302,82,10,7589.75,Loyal
CUST_00303,2022-02-18,paid_search,303,87,5,3386.96,Lost
CUST_00304,2022-06-03,organic_search,304,4,9,6092.08,Loyal
CUST_00305,2022-03-10,social_media,305,5,9,6622.7,Loyal
CUST_00306,2022-04-23,social_media,306,116,7,3943.65,Lost
CUST_00307,2022-01-18,paid_search,307,38,9,7921.39,Loyal
CUST_00308,2022-03-30,paid_search,308,191,3,2240.71,Lost
CUST_00309,2022-02-22,referral,309,33,6,3335.76,Lost
CUST_00310,2022-05-27,organic_search,310,48,5,4167.48,Lost
CUST_00311,2022-04-03,organic_search,311,43,9,7811.69,Loyal
CUST_00312,2022-03-19,email,312,86,6,3606.34,Lost
CUST_00313,2022-05-28,organic_search,313,75,12,9614.4,Champions
CUST_00314,2022-01-20,organic_search,314,86,6,5924.36,Lost
CUST_00315,2022-10-29,organic_search,315,50,7,4212.74,At Risk
CUST_00316,2022-02-27,paid_search,316,189,9,4642.86,Lost
CUST_00317,2022-03-22,social_media,317,143,6,5950.39,Lost
CUST_00318,2022-02-18,paid_search,318,38,7,6635.89,Loyal
CUST_00319,2022-05-27,email,319,53,8,2289.92,At Risk
CUST_00320,2022-02-06,organic_search,320,56,5,1450.85,Lost
CUST_00321,2022-03-29,organic_search,321,9,4,2387.46,At Risk
CUST_00322,2022-03-02,social_media,322,87,5,2747.88,Lost
CUST_00323,2022-01-16,paid_search,323,57,8,6466.03,Loyal
CUST_00324,2022-01-02,email,324,92,9,5339.2,At Risk
CUST_00325,2022-08-05,email,325,21,7,6104.98,Loyal
CUST_00326,2022-03-16,paid_search,326,43,11,8098.09,Champions
CUST_00327,2022-12-01,organic_search,327,3,8,3129.1,At Risk
CUST_00328,2022-07-20,email,328,210,6,3941.33,Lost
CUST_00329,2022-03-14,organic_search,329,426,6,3179.03,Lost
CUST_00330,2022-02-03,email,330,109,12,7145.09,Loyal
CUST_00331,2022-01-08,referral,331,162,10,8978.34,Loyal
CUST_00332,2022-02-09,email,332,367,5,4973.11,Lost
CUST_00333,2022-05-01,social_media,333,18,6,6142.79,Loyal
CUST_00334,2022-08-27,email,334,492,1,316.32,Lost
CUST_00335,2022-04-24,organic_search,335,20,13,7515.95,Champions
CUST_00336,2022-03-02,paid_search,336,155,5,4192.76,Lost
CUST_00337,2022-03-12,organic_search,337,66,8,3631.0,At Risk
CUST_00338,2022-01-08,organic_search,338,14,11,5880.94,Champions
CUST_00339,2022-03-13,paid_search,339,38,6,6553.04,At Risk
CUST_00340,2022-01-23,organic_search,340,37,10,6932.53,Loyal
CUST_00341,2022-01-31,email,341,4,15,10970.22,Champions
CUST_00342,2022-02-06,email,342,298,12,8421.19,Loyal
CUST_00343,2022-03-01,email,343,1,9,4986.38,Loyal
CUST_00344,2022-02-17,social_media,344,75,7,5509.87,At Risk
CUST_00345,2022-01-02,paid_search,345,19,6,3482.89,At Risk
CUST_00346,2022-03-19,paid_search,346,131,8,4655.71,At Risk
CUST_00347,2022-01-01,referral,347,84,9,3802.24,At Risk
CUST_00348,2022-04-14,referral,348,31,8,4317.23,At Risk
CUST_00349,2022-04-16,organic_search,349,19,7,6926.55,Loyal
CUST_00350,2022-07-22,referral,350,32,7,5876.62,At Risk
CUST_00351,2022-09-12,social_media,351,6,7,1658.39,At Risk
CUST_00352,2022-01-01,paid_search,352,49,11,7756.45,Champions
CUST_00353,2022-03-18,social_media,353,64,16,16228.49,Champions
CUST_00354,2022-02-25,referral,354,130,12,9056.29,Loyal
CUST_00355,2022-02-24,email,355,114,6,3781.46,Lost
CUST_00356,2022-04-11,social_media,356,79,5,2196.46,Lost
CUST_00357,2022-06-14,social_media,357,64,7,4555.99,At Risk
CUST_00358,2022-03-30,referral,358,21,6,5903.59,At Risk
CUST_00359,2022-04-01,referral,359,113,6,3024.2,Lost
CUST_00360,2022-04-05,organic_search,360,68,6,3514.36,Lost
CUST_00361,2022-03-27,social_media,361,84,8,8458.14,Loyal
CUST_00362,2022-02-21,organic_search,362,96,8,3841.27,At Risk
CUST_00363,2022-09-10,organic_search,363,64,7,4120.35,At Risk
CUST_00364,2022-08-22,email,364,338,2,1177.49,Lost
CUST_00365,2022-02-13,email,365,166,9,5555.48,At Risk
CUST_00366,2022-06-04,social_media,366,1,9,4875.09,Loyal
CUST_00367,2022-06-07,referral,367,38,6,1480.75,Lost
CUST_00368,2022-04-24,referral,368,270,9,5028.11,At Risk
CUST_00369,2022-01-25,organic_search,369,33,20,11811.22,Champions
CUST_00370,2022-01-25,email,370,164,5,5322.16,Lost
CUST_00371,2022-01-23,organic_search,371,447,3,2242.11,Lost
CUST_00372,2022-03-22,social_media,372,94,4,1958.5,Lost
CUST_00373,2022-01-23,paid_search,373,123,10,7997.16,Loyal
CUST_00374,2022-02-24,email,374,33,10,5569.26,Loyal
CUST_00375,2022-04-10,email,375,143,6,2546.68,Lost
CUST_00376,2022-05-01,organic_search,376,7,14,10018.53,Champions
CUST_00377,2022-01-04,paid_search,377,12,12,8805.45,Champions
CUST_00378,2022-05-14,paid_search,378,80,3,1493.4,Lost
CUST_00379,2022-03-06,paid_search,379,14,5,4573.99,At Risk
CUST_00380,2022-06-22,paid_search,380,123,6,4569.66,Lost
CUST_00381,2022-03-30,email,381,95,6,3177.39,Lost
CUST_00382,2022-01-23,paid_search,382,81,7,5404.89,At Risk
CUST_00383,2022-04-17,organic_search,383,66,9,6289.33,Loyal
CUST_00384,2022-01-25,organic_search,384,153,9,5209.77,At Risk
CUST_00385,2022-06-28,organic_search,385,47,10,9167.89,Champions
CUST_00386,2022-01-29,organic_search,386,204,11,7908.0,Loyal
CUST_00387,2022-07-31,email,387,34,9,5766.4,Loyal
CUST_00388,2022-01-23,organic_search,388,74,12,8944.76,Champions
CUST_00389,2022-02-05,referral,389,39,10,5846.11,Loyal
CUST_00390,2022-03-27,paid_search,390,343,6,3536.44,Lost
CUST_00391,2022-02-12,social_media,391,142,8,4605.15,At Risk
CUST_00392,2022-01-28,organic_search,392,294,5,3132.87,Lost
CUST_00393,2022-01-26,organic_search,393,11,10,9117.41,Champions
CUST_00394,2022-01-24,email,394,28,7,3548.63,At Risk
CUST_00395,2022-07-12,email,395,105,5,3077.01,Lost
CUST_00396,2022-01-04,organic_search,396,55,8,4676.04,At Risk
CUST_00397,2022-02-21,social_media,397,102,3,1800.43,Lost
CUST_00398,2022-03-02,email,398,15,6,4355.62,At Risk
CUST_00399,2022-05-16,organic_search,399,10,8,5969.0,Loyal
CUST_00400,2022-02-02,social_media,400,145,3,1921.87,Lost
CUST_00401,2022-12-24,organic_search,401,59,5,1814.17,Lost
CUST_00402,2022-01-21,referral,402,1,5,2057.93,At Risk
CUST_00403,2022-03-25,paid_search,403,439,8,7238.31,At Risk
CUST_00404,2022-08-11,social_media,404,167,7,6134.64,At Risk
CUST_00405,2022-05-03,referral,405,133,4,2596.5,Lost
CUST_00406,2022-05-17,referral,406,156,8,4723.37,Lost
CUST_00407,2022-05-05,organic_search,407,238,5,3931.18,Lost
CUST_00408,2022-01-08,organic_search,408,23,10,6874.6,Loyal
CUST_00409,2022-01-12,email,409,1,10,6998.11,Champions
CUST_00410,2022-03-23,organic_search,410,36,16,15167.24,Champions
CUST_00411,2022-03-28,paid_search,411,153,12,10353.53,Loyal
CUST_00412,2022-06-11,email,412,12,9,7116.41,Loyal
CUST_00413,2022-03-14,organic_search,413,144,9,3472.14,At Risk
CUST_00414,2022-05-31,organic_search,414,54,4,3441.0,Lost
CUST_00415,2022-02-15,organic_search,415,257,8,3692.74,Lost
CUST_00416,2022-02-25,email,416,18,10,5700.76,Loyal
